n,mean_ms,median_ms,std_ms,min_ms,max_ms,p95_ms,p99_ms,iqr_ms,fps,backend,device,n_params,gflops
500,2.189909195061773,1.9207500154152513,0.7327018038189959,1.7517998348921537,6.140600191429257,3.7892799591645576,5.322674128692597,0.22057507885619998,456.6399384298635,glka_onnx,gpu,nan,nan
