n,mean_ms,median_ms,std_ms,min_ms,max_ms,p95_ms,p99_ms,iqr_ms,fps,backend,device,n_params,gflops
500,1.1153148049488664,1.0664999717846513,0.15885352251959597,1.0058998595923185,2.4192999117076397,1.3888898654840878,1.7621120298281312,0.10119983926415443,896.6078416271421,glka_onnx,cpu_4t,nan,nan
