n,mean_ms,median_ms,std_ms,min_ms,max_ms,p95_ms,p99_ms,iqr_ms,fps,backend,device,n_params,gflops
500,1.2029564063996077,1.1366000398993492,0.1902432365434248,1.0603999253362417,2.965399995446205,1.5737449750304204,1.917706930544227,0.08172495290637016,831.2853189692495,glka_onnx,cpu_8t,nan,nan
